Place,ProductId,ProductName,UmId,UmName,Month,Year,Price
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,9,2018,6.936
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,10,2018,6.9889
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,11,2018,6.6004
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,12,2018,6.1221
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,1,2019,6.1189
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,2,2019,6.2395
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,3,2019,6.6278
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,4,2019,7.039
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,5,2019,7.1227
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,6,2019,6.9183
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,7,2019,7.0542
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,8,2019,6.755
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,9,2019,6.9491
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,10,2019,6.9354
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,11,2019,107.3157
National Average,285,Fuel (petrol-gasoline) - Retail,15,L,12,2019,6.9832
National Average,304,Transport (public) - Retail,55,Course,1,2018,2.1867
National Average,304,Transport (public) - Retail,55,Course,2,2018,2.1971
National Average,304,Transport (public) - Retail,55,Course,3,2018,2.205
National Average,304,Transport (public) - Retail,55,Course,4,2018,2.2064
National Average,304,Transport (public) - Retail,55,Course,5,2018,2.2093
National Average,304,Transport (public) - Retail,55,Course,6,2018,2.2107
National Average,304,Transport (public) - Retail,55,Course,7,2018,2.2274
National Average,304,Transport (public) - Retail,55,Course,8,2018,2.2466
National Average,304,Transport (public) - Retail,55,Course,9,2018,2.2685
National Average,304,Transport (public) - Retail,55,Course,10,2018,2.2867
National Average,304,Transport (public) - Retail,55,Course,11,2018,2.2896
National Average,304,Transport (public) - Retail,55,Course,12,2018,2.2978
National Average,304,Transport (public) - Retail,55,Course,1,2019,2.2649
National Average,304,Transport (public) - Retail,55,Course,2,2019,2.2657
National Average,304,Transport (public) - Retail,55,Course,3,2019,2.2652
National Average,304,Transport (public) - Retail,55,Course,4,2019,2.2646
National Average,304,Transport (public) - Retail,55,Course,5,2019,2.2667
National Average,304,Transport (public) - Retail,55,Course,6,2019,2.2607
National Average,304,Transport (public) - Retail,55,Course,7,2019,2.2897
National Average,304,Transport (public) - Retail,55,Course,8,2019,2.3049
National Average,304,Transport (public) - Retail,55,Course,9,2019,2.4052
National Average,304,Transport (public) - Retail,55,Course,10,2019,2.4196
National Average,304,Transport (public) - Retail,55,Course,11,2019,2.4565
National Average,304,Transport (public) - Retail,55,Course,12,2019,2.4661
National Average,317,Tomatoes (paste) - Retail,5,KG,6,2015,6.81
National Average,317,Tomatoes (paste) - Retail,5,KG,7,2015,6.81
National Average,317,Tomatoes (paste) - Retail,5,KG,8,2015,6.8
National Average,317,Tomatoes (paste) - Retail,5,KG,9,2015,6.81
National Average,317,Tomatoes (paste) - Retail,5,KG,10,2015,6.81
National Average,317,Tomatoes (paste) - Retail,5,KG,11,2015,6.74
National Average,317,Tomatoes (paste) - Retail,5,KG,12,2015,6.62
National Average,317,Tomatoes (paste) - Retail,5,KG,1,2016,6.7
National Average,317,Tomatoes (paste) - Retail,5,KG,2,2016,6.64
National Average,317,Tomatoes (paste) - Retail,5,KG,3,2016,6.5
National Average,317,Tomatoes (paste) - Retail,5,KG,4,2016,6.64
National Average,317,Tomatoes (paste) - Retail,5,KG,5,2016,6.51
National Average,317,Tomatoes (paste) - Retail,5,KG,6,2016,6.35
National Average,317,Tomatoes (paste) - Retail,5,KG,7,2016,6.45
National Average,317,Tomatoes (paste) - Retail,5,KG,8,2016,6.47
National Average,317,Tomatoes (paste) - Retail,5,KG,9,2016,6.39
National Average,317,Tomatoes (paste) - Retail,5,KG,10,2016,6.43
National Average,317,Tomatoes (paste) - Retail,5,KG,11,2016,6.47
National Average,317,Tomatoes (paste) - Retail,5,KG,12,2016,6.2
National Average,317,Tomatoes (paste) - Retail,5,KG,1,2017,6.27
National Average,317,Tomatoes (paste) - Retail,5,KG,2,2017,6.25
National Average,317,Tomatoes (paste) - Retail,5,KG,3,2017,6.19
National Average,317,Tomatoes (paste) - Retail,5,KG,1,2018,5.7439
National Average,317,Tomatoes (paste) - Retail,5,KG,2,2018,5.7716
National Average,317,Tomatoes (paste) - Retail,5,KG,3,2018,5.783
National Average,317,Tomatoes (paste) - Retail,5,KG,4,2018,5.848
National Average,317,Tomatoes (paste) - Retail,5,KG,5,2018,5.8127
National Average,317,Tomatoes (paste) - Retail,5,KG,6,2018,5.8484
National Average,317,Tomatoes (paste) - Retail,5,KG,7,2018,6.1225
National Average,317,Tomatoes (paste) - Retail,5,KG,8,2018,7.6874
National Average,317,Tomatoes (paste) - Retail,5,KG,9,2018,9.926
National Average,317,Tomatoes (paste) - Retail,5,KG,10,2018,11.3254
National Average,317,Tomatoes (paste) - Retail,5,KG,11,2018,11.3496
National Average,317,Tomatoes (paste) - Retail,5,KG,12,2018,11.3223
National Average,317,Tomatoes (paste) - Retail,5,KG,1,2019,11.0708
National Average,317,Tomatoes (paste) - Retail,5,KG,2,2019,11.0862
National Average,317,Tomatoes (paste) - Retail,5,KG,3,2019,11.0584
National Average,317,Tomatoes (paste) - Retail,5,KG,4,2019,11.0994
National Average,317,Tomatoes (paste) - Retail,5,KG,5,2019,11.0582
National Average,317,Tomatoes (paste) - Retail,5,KG,6,2019,11.1519
National Average,317,Tomatoes (paste) - Retail,5,KG,7,2019,11.1816
National Average,317,Tomatoes (paste) - Retail,5,KG,8,2019,11.2267
National Average,317,Tomatoes (paste) - Retail,5,KG,9,2019,11.1628
National Average,317,Tomatoes (paste) - Retail,5,KG,10,2019,10.8737
National Average,317,Tomatoes (paste) - Retail,5,KG,11,2019,10.8357
National Average,317,Tomatoes (paste) - Retail,5,KG,12,2019,10.475
National Average,341,Fuel (gas) - Retail,90,12 KG,6,2015,63.43
National Average,341,Fuel (gas) - Retail,90,12 KG,7,2015,63.05
National Average,341,Fuel (gas) - Retail,90,12 KG,8,2015,62.63
National Average,341,Fuel (gas) - Retail,90,12 KG,9,2015,62.76
National Average,341,Fuel (gas) - Retail,90,12 KG,10,2015,62.76
National Average,341,Fuel (gas) - Retail,90,12 KG,11,2015,64.97
National Average,341,Fuel (gas) - Retail,90,12 KG,12,2015,65.24
National Average,341,Fuel (gas) - Retail,90,12 KG,1,2016,64.53
National Average,341,Fuel (gas) - Retail,90,12 KG,2,2016,63.6
National Average,341,Fuel (gas) - Retail,90,12 KG,3,2016,63.13
National Average,341,Fuel (gas) - Retail,90,12 KG,4,2016,63.9
National Average,341,Fuel (gas) - Retail,90,12 KG,5,2016,63.61
National Average,341,Fuel (gas) - Retail,90,12 KG,6,2016,63.79
National Average,341,Fuel (gas) - Retail,90,12 KG,7,2016,63.83
National Average,341,Fuel (gas) - Retail,90,12 KG,8,2016,63.41
National Average,341,Fuel (gas) - Retail,90,12 KG,9,2016,63.98
National Average,341,Fuel (gas) - Retail,90,12 KG,10,2016,66.01
National Average,341,Fuel (gas) - Retail,90,12 KG,11,2016,68.14
National Average,341,Fuel (gas) - Retail,90,12 KG,12,2016,69.67
National Average,341,Fuel (gas) - Retail,90,12 KG,1,2017,73.7
National Average,341,Fuel (gas) - Retail,90,12 KG,2,2017,77.66
National Average,341,Fuel (gas) - Retail,90,12 KG,3,2017,76.71
National Average,341,Fuel (gas) - Retail,90,12 KG,1,2018,84.6936
National Average,341,Fuel (gas) - Retail,90,12 KG,2,2018,83.5768
National Average,341,Fuel (gas) - Retail,90,12 KG,3,2018,82.7488
National Average,341,Fuel (gas) - Retail,90,12 KG,4,2018,83.6477
National Average,341,Fuel (gas) - Retail,90,12 KG,5,2018,85.5273
National Average,341,Fuel (gas) - Retail,90,12 KG,6,2018,86.4839
National Average,341,Fuel (gas) - Retail,90,12 KG,7,2018,86.5415
National Average,341,Fuel (gas) - Retail,90,12 KG,8,2018,89.7221
National Average,341,Fuel (gas) - Retail,90,12 KG,9,2018,93.61
National Average,341,Fuel (gas) - Retail,90,12 KG,10,2018,93.4281
National Average,341,Fuel (gas) - Retail,90,12 KG,11,2018,93.0154
National Average,341,Fuel (gas) - Retail,90,12 KG,12,2018,91.0148
National Average,341,Fuel (gas) - Retail,90,12 KG,1,2019,91.6495
National Average,341,Fuel (gas) - Retail,90,12 KG,2,2019,94.6404
National Average,341,Fuel (gas) - Retail,90,12 KG,3,2019,98.2791
National Average,341,Fuel (gas) - Retail,90,12 KG,4,2019,98.7283
National Average,341,Fuel (gas) - Retail,90,12 KG,5,2019,100.0629
National Average,341,Fuel (gas) - Retail,90,12 KG,6,2019,100.5003
National Average,341,Fuel (gas) - Retail,90,12 KG,7,2019,100.4832
National Average,341,Fuel (gas) - Retail,90,12 KG,8,2019,99.1505
National Average,341,Fuel (gas) - Retail,90,12 KG,9,2019,99.7178
National Average,341,Fuel (gas) - Retail,90,12 KG,10,2019,104.863
National Average,341,Fuel (gas) - Retail,90,12 KG,11,2019,6.9376
National Average,341,Fuel (gas) - Retail,90,12 KG,12,2019,108.5535
National Average,345,Apples - Retail,5,KG,1,2018,3.1225
National Average,345,Apples - Retail,5,KG,2,2018,3.2772
National Average,345,Apples - Retail,5,KG,3,2018,3.2975
National Average,345,Apples - Retail,5,KG,4,2018,3.542
National Average,345,Apples - Retail,5,KG,5,2018,3.8987
National Average,345,Apples - Retail,5,KG,6,2018,4.3855
National Average,345,Apples - Retail,5,KG,7,2018,4.4146
National Average,345,Apples - Retail,5,KG,8,2018,4.1824
National Average,345,Apples - Retail,5,KG,9,2018,3.7399
National Average,345,Apples - Retail,5,KG,10,2018,3.5647
National Average,345,Apples - Retail,5,KG,11,2018,3.6297
National Average,345,Apples - Retail,5,KG,12,2018,3.695
National Average,345,Apples - Retail,5,KG,1,2019,3.7391
National Average,345,Apples - Retail,5,KG,2,2019,3.6472
National Average,345,Apples - Retail,5,KG,3,2019,3.6258
National Average,345,Apples - Retail,5,KG,4,2019,3.7985
National Average,345,Apples - Retail,5,KG,5,2019,4.105
National Average,345,Apples - Retail,5,KG,6,2019,4.4443
National Average,345,Apples - Retail,5,KG,7,2019,4.8133
National Average,345,Apples - Retail,5,KG,8,2019,4.9894
National Average,345,Apples - Retail,5,KG,9,2019,4.2267
National Average,345,Apples - Retail,5,KG,10,2019,3.7124
National Average,345,Apples - Retail,5,KG,11,2019,3.8031
National Average,345,Apples - Retail,5,KG,12,2019,3.9285
National Average,360,Oranges - Retail,5,KG,11,2013,5.952
National Average,360,Oranges - Retail,5,KG,12,2013,1.6324
National Average,360,Oranges - Retail,5,KG,1,2014,1.5142
National Average,360,Oranges - Retail,5,KG,2,2014,1.5374
National Average,360,Oranges - Retail,5,KG,3,2014,1.585
National Average,360,Oranges - Retail,5,KG,5,2014,1.6874
National Average,360,Oranges - Retail,5,KG,10,2014,2.331
National Average,360,Oranges - Retail,5,KG,11,2014,1.579
National Average,360,Oranges - Retail,5,KG,12,2014,1.181
National Average,360,Oranges - Retail,5,KG,1,2015,1.116
National Average,360,Oranges - Retail,5,KG,2,2015,1.189
National Average,360,Oranges - Retail,5,KG,3,2015,1.642
National Average,360,Oranges - Retail,5,KG,4,2015,2.27
National Average,360,Oranges - Retail,5,KG,5,2015,2.51
National Average,360,Oranges - Retail,5,KG,11,2015,1.95
National Average,360,Oranges - Retail,5,KG,12,2015,1.31
National Average,360,Oranges - Retail,5,KG,1,2016,1.22
National Average,360,Oranges - Retail,5,KG,2,2016,1.28
National Average,360,Oranges - Retail,5,KG,3,2016,1.51
National Average,360,Oranges - Retail,5,KG,4,2016,1.34
National Average,360,Oranges - Retail,5,KG,5,2016,1.74
National Average,360,Oranges - Retail,5,KG,10,2016,2.49
National Average,360,Oranges - Retail,5,KG,11,2016,1.75
National Average,360,Oranges - Retail,5,KG,12,2016,1.64
National Average,360,Oranges - Retail,5,KG,1,2017,1.33
National Average,360,Oranges - Retail,5,KG,2,2017,1.51
National Average,360,Oranges - Retail,5,KG,3,2017,2.05
National Average,360,Oranges - Retail,5,KG,1,2018,2.3053
National Average,360,Oranges - Retail,5,KG,2,2018,2.3458
National Average,360,Oranges - Retail,5,KG,3,2018,2.5381
National Average,360,Oranges - Retail,5,KG,4,2018,2.7795
National Average,360,Oranges - Retail,5,KG,5,2018,2.8916
National Average,360,Oranges - Retail,5,KG,6,2018,3.3233
National Average,360,Oranges - Retail,5,KG,11,2018,3.4679
National Average,360,Oranges - Retail,5,KG,12,2018,2.8561
National Average,360,Oranges - Retail,5,KG,1,2019,2.7781
National Average,360,Oranges - Retail,5,KG,2,2019,3.0834
National Average,360,Oranges - Retail,5,KG,3,2019,3.5787
National Average,360,Oranges - Retail,5,KG,4,2019,4.0349
National Average,360,Oranges - Retail,5,KG,5,2019,4.6165
National Average,360,Oranges - Retail,5,KG,6,2019,5.2342
National Average,360,Oranges - Retail,5,KG,10,2019,6.4026
National Average,360,Oranges - Retail,5,KG,11,2019,4.3867
National Average,360,Oranges - Retail,5,KG,12,2019,3.5717
National Average,364,Yogurt - Retail,5,KG,6,2015,4.0
National Average,364,Yogurt - Retail,5,KG,7,2015,3.97
National Average,364,Yogurt - Retail,5,KG,8,2015,4.01
National Average,364,Yogurt - Retail,5,KG,9,2015,3.98
National Average,364,Yogurt - Retail,5,KG,10,2015,3.98
National Average,364,Yogurt - Retail,5,KG,11,2015,3.96
National Average,364,Yogurt - Retail,5,KG,12,2015,3.99
National Average,364,Yogurt - Retail,5,KG,1,2016,4.01
National Average,364,Yogurt - Retail,5,KG,2,2016,4.02
National Average,364,Yogurt - Retail,5,KG,3,2016,3.98
National Average,364,Yogurt - Retail,5,KG,4,2016,3.98
National Average,364,Yogurt - Retail,5,KG,5,2016,3.96
National Average,364,Yogurt - Retail,5,KG,6,2016,3.91
National Average,364,Yogurt - Retail,5,KG,7,2016,3.89
National Average,364,Yogurt - Retail,5,KG,8,2016,3.87
National Average,364,Yogurt - Retail,5,KG,9,2016,3.85
National Average,364,Yogurt - Retail,5,KG,10,2016,3.84
National Average,364,Yogurt - Retail,5,KG,11,2016,3.86
National Average,364,Yogurt - Retail,5,KG,12,2016,4.06
National Average,364,Yogurt - Retail,5,KG,1,2017,4.01
National Average,364,Yogurt - Retail,5,KG,2,2017,4.11
National Average,364,Yogurt - Retail,5,KG,3,2017,4.13
National Average,364,Yogurt - Retail,5,KG,1,2018,5.1303
National Average,364,Yogurt - Retail,5,KG,2,2018,5.3535
National Average,364,Yogurt - Retail,5,KG,3,2018,5.4155
National Average,364,Yogurt - Retail,5,KG,4,2018,5.3682
National Average,364,Yogurt - Retail,5,KG,5,2018,5.3067
National Average,364,Yogurt - Retail,5,KG,6,2018,5.3042
National Average,364,Yogurt - Retail,5,KG,7,2018,5.2677
National Average,364,Yogurt - Retail,5,KG,8,2018,5.5458
National Average,364,Yogurt - Retail,5,KG,9,2018,6.1443
National Average,364,Yogurt - Retail,5,KG,10,2018,6.2237
National Average,364,Yogurt - Retail,5,KG,11,2018,6.0537
National Average,364,Yogurt - Retail,5,KG,12,2018,6.0479
National Average,364,Yogurt - Retail,5,KG,1,2019,5.3978
National Average,364,Yogurt - Retail,5,KG,2,2019,5.3831
National Average,364,Yogurt - Retail,5,KG,3,2019,5.32
National Average,364,Yogurt - Retail,5,KG,4,2019,5.3305
National Average,364,Yogurt - Retail,5,KG,5,2019,5.6511
National Average,364,Yogurt - Retail,5,KG,6,2019,5.9227
National Average,364,Yogurt - Retail,5,KG,7,2019,5.9818
National Average,364,Yogurt - Retail,5,KG,8,2019,5.9647
National Average,364,Yogurt - Retail,5,KG,9,2019,5.7467
National Average,364,Yogurt - Retail,5,KG,10,2019,5.7321
National Average,364,Yogurt - Retail,5,KG,11,2019,6.0063
National Average,364,Yogurt - Retail,5,KG,12,2019,6.5073
National Average,384,Bread (pita) - Retail,5,KG,6,2015,2.26
National Average,384,Bread (pita) - Retail,5,KG,7,2015,2.27
National Average,384,Bread (pita) - Retail,5,KG,8,2015,2.31
National Average,384,Bread (pita) - Retail,5,KG,9,2015,2.3
National Average,384,Bread (pita) - Retail,5,KG,10,2015,2.35
National Average,384,Bread (pita) - Retail,5,KG,11,2015,2.33
National Average,384,Bread (pita) - Retail,5,KG,12,2015,2.36
National Average,384,Bread (pita) - Retail,5,KG,1,2016,2.36
National Average,384,Bread (pita) - Retail,5,KG,2,2016,2.35
National Average,384,Bread (pita) - Retail,5,KG,3,2016,2.35
National Average,384,Bread (pita) - Retail,5,KG,4,2016,2.43
National Average,384,Bread (pita) - Retail,5,KG,5,2016,2.48
National Average,384,Bread (pita) - Retail,5,KG,6,2016,2.5
National Average,384,Bread (pita) - Retail,5,KG,7,2016,2.5
National Average,384,Bread (pita) - Retail,5,KG,8,2016,2.5
National Average,384,Bread (pita) - Retail,5,KG,9,2016,2.56
National Average,384,Bread (pita) - Retail,5,KG,10,2016,2.35
National Average,384,Bread (pita) - Retail,5,KG,11,2016,2.41
National Average,384,Bread (pita) - Retail,5,KG,12,2016,2.49
National Average,384,Bread (pita) - Retail,5,KG,1,2017,2.48
National Average,384,Bread (pita) - Retail,5,KG,2,2017,2.48
National Average,384,Bread (pita) - Retail,5,KG,3,2017,2.48
National Average,388,Cucumbers - Retail,5,KG,1,2018,3.7461
National Average,388,Cucumbers - Retail,5,KG,2,2018,3.5754
National Average,388,Cucumbers - Retail,5,KG,3,2018,3.0957
National Average,388,Cucumbers - Retail,5,KG,4,2018,2.7271
National Average,388,Cucumbers - Retail,5,KG,5,2018,2.4194
National Average,388,Cucumbers - Retail,5,KG,6,2018,2.5857
National Average,388,Cucumbers - Retail,5,KG,7,2018,2.8387
National Average,388,Cucumbers - Retail,5,KG,8,2018,3.2235
National Average,388,Cucumbers - Retail,5,KG,9,2018,3.3664
National Average,388,Cucumbers - Retail,5,KG,10,2018,2.7141
National Average,388,Cucumbers - Retail,5,KG,11,2018,3.0609
National Average,388,Cucumbers - Retail,5,KG,12,2018,4.0701
National Average,388,Cucumbers - Retail,5,KG,1,2019,5.8885
National Average,388,Cucumbers - Retail,5,KG,2,2019,6.6551
National Average,388,Cucumbers - Retail,5,KG,3,2019,5.796
National Average,388,Cucumbers - Retail,5,KG,4,2019,4.298
National Average,388,Cucumbers - Retail,5,KG,5,2019,2.8668
National Average,388,Cucumbers - Retail,5,KG,6,2019,2.5399
National Average,388,Cucumbers - Retail,5,KG,7,2019,1.9471
National Average,388,Cucumbers - Retail,5,KG,8,2019,2.4017
National Average,388,Cucumbers - Retail,5,KG,9,2019,3.0681
National Average,388,Cucumbers - Retail,5,KG,10,2019,3.6222
National Average,388,Cucumbers - Retail,5,KG,11,2019,4.1648
National Average,388,Cucumbers - Retail,5,KG,12,2019,4.7811
National Average,401,Fish (fresh) - Retail,5,KG,5,2013,13.643
National Average,401,Fish (fresh) - Retail,5,KG,6,2013,13.7762
National Average,401,Fish (fresh) - Retail,5,KG,11,2013,12.4881
National Average,401,Fish (fresh) - Retail,5,KG,12,2013,13.9392
National Average,401,Fish (fresh) - Retail,5,KG,1,2014,13.8939
National Average,401,Fish (fresh) - Retail,5,KG,2,2014,14.4607
National Average,401,Fish (fresh) - Retail,5,KG,3,2014,14.8534
National Average,401,Fish (fresh) - Retail,5,KG,5,2014,14.5128
National Average,401,Fish (fresh) - Retail,5,KG,6,2014,15.6697
National Average,401,Fish (fresh) - Retail,5,KG,7,2014,15.5844
National Average,401,Fish (fresh) - Retail,5,KG,8,2014,15.4271
National Average,401,Fish (fresh) - Retail,5,KG,9,2014,14.5893
National Average,401,Fish (fresh) - Retail,5,KG,10,2014,11.831
National Average,401,Fish (fresh) - Retail,5,KG,11,2014,12.75
National Average,401,Fish (fresh) - Retail,5,KG,12,2014,12.938
National Average,401,Fish (fresh) - Retail,5,KG,1,2015,13.484
National Average,401,Fish (fresh) - Retail,5,KG,2,2015,13.73
National Average,401,Fish (fresh) - Retail,5,KG,3,2015,13.873
National Average,401,Fish (fresh) - Retail,5,KG,4,2015,14.11
National Average,401,Fish (fresh) - Retail,5,KG,5,2015,15.11
National Average,401,Fish (fresh) - Retail,5,KG,6,2015,14.41
National Average,401,Fish (fresh) - Retail,5,KG,7,2015,14.31
National Average,401,Fish (fresh) - Retail,5,KG,8,2015,13.68
National Average,401,Fish (fresh) - Retail,5,KG,9,2015,13.5
National Average,401,Fish (fresh) - Retail,5,KG,10,2015,13.5
National Average,401,Fish (fresh) - Retail,5,KG,11,2015,14.26
National Average,401,Fish (fresh) - Retail,5,KG,12,2015,15.11
National Average,401,Fish (fresh) - Retail,5,KG,1,2016,14.53
National Average,401,Fish (fresh) - Retail,5,KG,2,2016,14.79
National Average,401,Fish (fresh) - Retail,5,KG,3,2016,14.56
National Average,401,Fish (fresh) - Retail,5,KG,4,2016,14.72
National Average,401,Fish (fresh) - Retail,5,KG,5,2016,14.75
National Average,401,Fish (fresh) - Retail,5,KG,6,2016,15.19
National Average,401,Fish (fresh) - Retail,5,KG,7,2016,15.68
National Average,401,Fish (fresh) - Retail,5,KG,8,2016,15.91
National Average,401,Fish (fresh) - Retail,5,KG,9,2016,14.14
National Average,401,Fish (fresh) - Retail,5,KG,10,2016,14.46
National Average,401,Fish (fresh) - Retail,5,KG,11,2016,14.99
National Average,401,Fish (fresh) - Retail,5,KG,12,2016,17.08
National Average,401,Fish (fresh) - Retail,5,KG,1,2017,16.13
National Average,401,Fish (fresh) - Retail,5,KG,2,2017,16.79
National Average,401,Fish (fresh) - Retail,5,KG,3,2017,16.54
National Average,401,Fish (fresh) - Retail,5,KG,1,2018,21.8039
National Average,401,Fish (fresh) - Retail,5,KG,2,2018,22.3004
National Average,401,Fish (fresh) - Retail,5,KG,3,2018,22.5266
National Average,401,Fish (fresh) - Retail,5,KG,4,2018,23.073
National Average,401,Fish (fresh) - Retail,5,KG,5,2018,24.6444
National Average,401,Fish (fresh) - Retail,5,KG,6,2018,24.3258
National Average,401,Fish (fresh) - Retail,5,KG,7,2018,25.7664
National Average,401,Fish (fresh) - Retail,5,KG,8,2018,25.9542
National Average,401,Fish (fresh) - Retail,5,KG,9,2018,22.4617
National Average,401,Fish (fresh) - Retail,5,KG,10,2018,22.9931
National Average,401,Fish (fresh) - Retail,5,KG,11,2018,24.1001
National Average,401,Fish (fresh) - Retail,5,KG,12,2018,23.9295
National Average,401,Fish (fresh) - Retail,5,KG,1,2019,25.6762
National Average,401,Fish (fresh) - Retail,5,KG,2,2019,26.33
National Average,401,Fish (fresh) - Retail,5,KG,3,2019,26.7399
National Average,401,Fish (fresh) - Retail,5,KG,4,2019,28.2685
National Average,401,Fish (fresh) - Retail,5,KG,5,2019,29.4389
National Average,401,Fish (fresh) - Retail,5,KG,6,2019,30.8468
National Average,401,Fish (fresh) - Retail,5,KG,7,2019,31.7708
National Average,401,Fish (fresh) - Retail,5,KG,8,2019,31.5323
National Average,401,Fish (fresh) - Retail,5,KG,9,2019,27.0466
National Average,401,Fish (fresh) - Retail,5,KG,10,2019,27.8472
National Average,401,Fish (fresh) - Retail,5,KG,11,2019,28.4716
National Average,401,Fish (fresh) - Retail,5,KG,12,2019,29.809
National Average,404,Spinach - Retail,5,KG,10,2015,2.88
National Average,404,Spinach - Retail,5,KG,11,2015,2.68
National Average,404,Spinach - Retail,5,KG,12,2015,2.42
National Average,404,Spinach - Retail,5,KG,1,2016,2.59
National Average,404,Spinach - Retail,5,KG,2,2016,2.09
National Average,404,Spinach - Retail,5,KG,3,2016,1.62
National Average,404,Spinach - Retail,5,KG,4,2016,2.0
National Average,404,Spinach - Retail,5,KG,10,2016,3.4
National Average,404,Spinach - Retail,5,KG,11,2016,2.24
National Average,404,Spinach - Retail,5,KG,12,2016,2.11
National Average,404,Spinach - Retail,5,KG,1,2017,2.22
National Average,404,Spinach - Retail,5,KG,2,2017,2.33
National Average,404,Spinach - Retail,5,KG,3,2017,1.93
National Average,404,Spinach - Retail,5,KG,1,2018,2.49
National Average,404,Spinach - Retail,5,KG,2,2018,2.5081
National Average,404,Spinach - Retail,5,KG,3,2018,2.599
National Average,404,Spinach - Retail,5,KG,11,2018,3.6278
National Average,404,Spinach - Retail,5,KG,12,2018,3.474
National Average,404,Spinach - Retail,5,KG,1,2019,5.763
National Average,404,Spinach - Retail,5,KG,2,2019,5.9001
National Average,404,Spinach - Retail,5,KG,3,2019,4.8103
National Average,404,Spinach - Retail,5,KG,10,2019,4.6129
National Average,404,Spinach - Retail,5,KG,11,2019,3.3027
National Average,404,Spinach - Retail,5,KG,12,2019,3.1905
National Average,414,Cheese - Retail,5,KG,6,2015,15.4
National Average,414,Cheese - Retail,5,KG,7,2015,15.36
National Average,414,Cheese - Retail,5,KG,8,2015,15.62
National Average,414,Cheese - Retail,5,KG,9,2015,15.44
National Average,414,Cheese - Retail,5,KG,10,2015,15.44
National Average,414,Cheese - Retail,5,KG,11,2015,15.4
National Average,414,Cheese - Retail,5,KG,12,2015,15.29
National Average,414,Cheese - Retail,5,KG,1,2016,15.27
National Average,414,Cheese - Retail,5,KG,2,2016,15.4
National Average,414,Cheese - Retail,5,KG,3,2016,15.28
National Average,414,Cheese - Retail,5,KG,4,2016,14.49
National Average,414,Cheese - Retail,5,KG,5,2016,15.34
National Average,414,Cheese - Retail,5,KG,6,2016,15.13
National Average,414,Cheese - Retail,5,KG,7,2016,15.32
National Average,414,Cheese - Retail,5,KG,8,2016,15.32
National Average,414,Cheese - Retail,5,KG,9,2016,15.1
National Average,414,Cheese - Retail,5,KG,10,2016,15.25
National Average,414,Cheese - Retail,5,KG,11,2016,15.26
National Average,414,Cheese - Retail,5,KG,12,2016,18.73
National Average,414,Cheese - Retail,5,KG,1,2017,15.35
National Average,414,Cheese - Retail,5,KG,2,2017,15.69
National Average,414,Cheese - Retail,5,KG,3,2017,15.42
National Average,414,Cheese - Retail,5,KG,1,2018,22.6282
National Average,414,Cheese - Retail,5,KG,2,2018,23.0737
National Average,414,Cheese - Retail,5,KG,3,2018,23.9324
National Average,414,Cheese - Retail,5,KG,4,2018,24.322
National Average,414,Cheese - Retail,5,KG,5,2018,24.029
National Average,414,Cheese - Retail,5,KG,6,2018,24.3333
National Average,414,Cheese - Retail,5,KG,7,2018,24.4292
National Average,414,Cheese - Retail,5,KG,8,2018,24.6864
National Average,414,Cheese - Retail,5,KG,9,2018,26.7801
National Average,414,Cheese - Retail,5,KG,10,2018,27.7719
National Average,414,Cheese - Retail,5,KG,11,2018,27.7038
National Average,414,Cheese - Retail,5,KG,12,2018,27.4831
National Average,414,Cheese - Retail,5,KG,1,2019,23.7026
National Average,414,Cheese - Retail,5,KG,2,2019,23.3466
National Average,414,Cheese - Retail,5,KG,3,2019,23.3452
National Average,414,Cheese - Retail,5,KG,4,2019,23.6592
National Average,414,Cheese - Retail,5,KG,5,2019,25.088
National Average,414,Cheese - Retail,5,KG,6,2019,26.4426
National Average,414,Cheese - Retail,5,KG,7,2019,27.1041
National Average,414,Cheese - Retail,5,KG,8,2019,27.3217
National Average,414,Cheese - Retail,5,KG,9,2019,27.3199
National Average,414,Cheese - Retail,5,KG,10,2019,27.253
National Average,414,Cheese - Retail,5,KG,11,2019,27.7442
National Average,414,Cheese - Retail,5,KG,12,2019,29.4386
National Average,433,Meat (veal) - Retail,5,KG,5,2013,24.0586
National Average,433,Meat (veal) - Retail,5,KG,6,2013,24.1905
National Average,433,Meat (veal) - Retail,5,KG,11,2013,25.8694
National Average,433,Meat (veal) - Retail,5,KG,12,2013,25.9683
National Average,433,Meat (veal) - Retail,5,KG,1,2014,25.9381
